UniProtKB_ac	n_resid	mean_pLDDT	has_catalytic_activity	has_EC	has_activity	autosite_score	autosite_score_50	autosite_score_70	autosite_score_90	autosite_score_95
Q8NEL9	900	65.15	CATALYTIC ACTIVITY: Reaction=1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate + H2O = (9Z)-   octadecenoate + 2-(9Z-octadecenoyl)-sn-glycero-3-phosphate + H(+);   Xref=Rhea:RHEA:45128, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378,   ChEBI:CHEBI:30823, ChEBI:CHEBI:74546, ChEBI:CHEBI:77593;   Evidence={ECO:0000269|PubMed:22922100}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:45129;   Evidence={ECO:0000305|PubMed:22922100};	RecName: Full=Phospholipase DDHD1 {ECO:0000305}; EC=3.1.1.-; AltName: Full=DDHD domain-containing protein 1; AltName: Full=Phosphatidic acid-preferring phospholipase A1 homolog; Short=PA-PLA1;	True	78.19	78.19	78.19	56.68	0.00
Q8NEQ6	169	50.20	False	False	False	33.07	33.07	0.00	0.00	0.00
Q8NET6	341	86.50	CATALYTIC ACTIVITY: Reaction=n 3'-phosphoadenylyl sulfate + chondroitin beta-D-glucuronate   = n adenosine 3',5'-bisphosphate + chondroitin 4'-sulfate + n H(+);   Xref=Rhea:RHEA:16101, Rhea:RHEA-COMP:9827, Rhea:RHEA-COMP:9829,   ChEBI:CHEBI:15378, ChEBI:CHEBI:57652, ChEBI:CHEBI:58339,   ChEBI:CHEBI:58343, ChEBI:CHEBI:58422; EC=2.8.2.5;   Evidence={ECO:0000269|PubMed:12080076};	RecName: Full=Carbohydrate sulfotransferase 13; EC=2.8.2.5; AltName: Full=Chondroitin 4-O-sulfotransferase 3; AltName: Full=Chondroitin 4-sulfotransferase 3; Short=C4ST-3; Short=C4ST3;	True	61.48	61.48	61.48	50.57	33.40
Q8NEX5	89	77.80	False	False	False	37.33	37.33	31.69	0.00	0.00
Q8NEX6	87	78.09	False	False	False	50.09	50.09	50.09	31.15	0.00
Q8NEY1	1877	49.28	False	False	False	69.28	69.28	69.28	0.00	0.00
Q8NEZ5	403	85.87	False	False	False	45.02	45.02	45.02	45.02	21.62
Q8NFB2	350	78.11	False	False	False	77.37	77.37	77.37	39.61	29.79
Q8NFD4	153	49.06	False	False	False	27.78	27.78	0.00	0.00	0.00
Q8NFF2	622	70.53	False	False	False	57.62	57.62	49.33	23.35	0.00
Q8NFP0	134	67.05	False	False	False	28.28	28.28	20.30	0.00	0.00
Q8NFR7	591	79.30	False	False	False	41.23	41.23	37.83	29.35	0.00
Q8NFU4	85	65.68	False	False	False	34.48	34.48	0.00	0.00	0.00
Q8NFZ0	1043	76.86	CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + H(+) + phosphate; Xref=Rhea:RHEA:13065,   ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616,   ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=3.6.4.12;   Evidence={ECO:0000269|PubMed:11956208, ECO:0000269|PubMed:23393192};	RecName: Full=F-box DNA helicase 1 {ECO:0000303|PubMed:11956208}; Short=hFBH1 {ECO:0000303|PubMed:11956208, ECO:0000303|PubMed:23393192}; EC=3.6.4.12 {ECO:0000269|PubMed:11956208}; AltName: Full=F-box only protein 18 {ECO:0000312|HGNC:HGNC:13620};	True	73.40	73.40	73.40	73.40	26.09
Q8NG08	1087	70.14	CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + H(+) + phosphate; Xref=Rhea:RHEA:13065,   ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616,   ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=3.6.4.12;   Evidence={ECO:0000269|PubMed:12181327, ECO:0000305|PubMed:25617833};	RecName: Full=DNA helicase B {ECO:0000305}; Short=hDHB {ECO:0000303|PubMed:15146062, ECO:0000303|PubMed:22194613}; EC=3.6.4.12 {ECO:0000269|PubMed:12181327, ECO:0000305|PubMed:25617833};	True	135.20	135.20	135.20	61.65	0.00
Q8NG41	125	69.37	False	False	False	22.42	22.42	0.00	0.00	0.00
Q8NG48	757	71.00	False	False	False	60.41	60.41	60.41	27.68	22.14
Q8NG50	284	77.73	False	False	False	70.97	70.97	70.97	37.67	0.00
Q8NHS9	363	60.94	False	False	False	47.20	47.20	47.20	35.59	30.48
Q8NHU2	1237	84.81	False	False	False	202.68	202.68	202.68	83.73	24.73
Q8NHU3	365	76.28	CATALYTIC ACTIVITY: Reaction=a 1,2-diacyl-sn-glycero-3-phosphocholine + an N-acylsphing-4-   enine = a 1,2-diacyl-sn-glycerol + a sphingomyelin;   Xref=Rhea:RHEA:18765, ChEBI:CHEBI:17636, ChEBI:CHEBI:17815,   ChEBI:CHEBI:52639, ChEBI:CHEBI:57643; EC=2.7.8.27;   Evidence={ECO:0000269|PubMed:14685263, ECO:0000269|PubMed:17449912,   ECO:0000269|PubMed:17982138, ECO:0000269|PubMed:18370930}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:18766;   Evidence={ECO:0000305|PubMed:14685263}; PhysiologicalDirection=right-to-left; Xref=Rhea:RHEA:18767;   Evidence={ECO:0000305|PubMed:14685263};	RecName: Full=Phosphatidylcholine:ceramide cholinephosphotransferase 2; EC=2.7.8.27 {ECO:0000269|PubMed:14685263, ECO:0000269|PubMed:17449912, ECO:0000269|PubMed:17982138}; AltName: Full=Sphingomyelin synthase 2 {ECO:0000303|PubMed:19233134};	True	53.30	53.30	53.30	49.26	36.30
Q8NHV5	167	88.80	False	False	False	32.55	32.55	32.55	0.00	0.00
Q8NHW6	89	79.44	False	False	False	29.66	29.66	29.66	29.66	0.00
Q8NHX4	192	51.69	False	False	False	34.97	34.97	0.00	0.00	0.00
Q8NHY0	566	83.88	False	RecName: Full=Beta-1,4 N-acetylgalactosaminyltransferase 2; EC=2.4.1.-; AltName: Full=Sd(a) beta-1,4-GalNAc transferase; AltName: Full=UDP-GalNAc:Neu5Aca2-3Galb-R b1,4-N-acetylgalactosaminyltransferase;	True	62.58	62.58	62.58	42.21	36.80
Q8NI28	216	37.40	False	False	False	40.79	27.80	0.00	0.00	0.00
Q8TA86	221	78.03	False	False	False	41.98	41.98	41.98	22.13	0.00
Q8TAD7	63	69.65	False	False	False	21.55	21.55	21.55	0.00	0.00
Q8TAE6	165	61.67	False	False	False	35.32	35.32	32.32	0.00	0.00
Q8TAF5	88	44.51	False	False	False	54.38	29.32	0.00	0.00	0.00
Q8TAG6	207	59.08	False	False	False	20.49	20.49	0.00	0.00	0.00
Q8TAI1	123	51.69	False	False	False	34.05	34.05	0.00	0.00	0.00
Q8TAL5	461	46.70	False	False	False	55.63	55.63	32.75	0.00	0.00
Q8TAL6	211	72.47	False	False	False	31.71	31.71	28.61	0.00	0.00
Q8TAM1	723	72.23	False	False	False	86.44	86.44	86.44	42.00	42.00
Q8TAP6	659	87.17	False	False	False	68.77	68.77	68.77	68.77	40.67
Q8TAP8	253	66.61	False	False	False	41.50	41.50	27.36	0.00	0.00
Q8TAP9	179	55.78	False	False	False	25.57	25.57	25.57	0.00	0.00
Q8TAT8	98	55.88	False	False	False	26.00	26.00	0.00	0.00	0.00
Q8TAV5	145	33.96	False	False	False	120.80	0.00	0.00	0.00	0.00
Q8TAX7	377	54.67	False	False	False	37.53	37.53	37.53	0.00	0.00
Q8TAY7	271	60.75	False	False	False	48.67	48.67	25.33	0.00	0.00
Q8TAZ6	248	66.55	False	False	False	43.07	43.07	43.07	0.00	0.00
Q8TB03	319	87.05	False	False	False	65.41	65.41	43.81	43.81	26.17
Q8TB22	786	89.98	False	False	False	79.56	79.56	79.56	79.56	58.48
Q8TB33	94	40.32	False	False	False	54.31	0.00	0.00	0.00	0.00
Q8TB61	432	80.18	False	False	False	95.21	95.21	95.21	26.75	22.25
Q8TB68	274	57.13	False	False	False	27.64	27.64	27.64	0.00	0.00
Q8TB73	568	78.82	False	False	False	68.11	68.11	68.11	59.31	0.00
Q8TB96	612	89.47	False	False	False	79.67	79.67	79.67	79.67	79.67
Q8TBE0	780	50.33	False	False	False	60.05	60.05	60.05	23.41	0.00
Q8TBE3	224	67.40	False	False	False	48.91	48.91	48.91	27.21	0.00
Q8TBF2	198	92.28	CATALYTIC ACTIVITY: Reaction=[thioredoxin]-dithiol + prostaglandin H2 = [thioredoxin]-   disulfide + prostaglandin F2alpha; Xref=Rhea:RHEA:28214, Rhea:RHEA-   COMP:10698, Rhea:RHEA-COMP:10700, ChEBI:CHEBI:29950,   ChEBI:CHEBI:50058, ChEBI:CHEBI:57404, ChEBI:CHEBI:57405;   EC=1.11.1.20; Evidence={ECO:0000250|UniProtKB:Q9DB60};	RecName: Full=Prostamide/prostaglandin F synthase {ECO:0000305}; Short=Prostamide/PG F synthase; Short=Prostamide/PGF synthase; EC=1.11.1.20 {ECO:0000250|UniProtKB:Q9DB60}; AltName: Full=Peroxiredoxin-like 2B {ECO:0000305}; AltName: Full=Protein FAM213B;	True	38.56	38.56	38.56	38.56	38.56
Q8TBF5	258	84.00	False	False	False	41.66	41.66	41.66	41.66	31.05
Q8TBG9	265	76.43	False	False	False	42.39	42.39	42.39	29.48	0.00
Q8TBJ4	325	79.15	False	False	False	57.50	57.50	57.50	57.50	35.20
Q8TBK6	192	63.47	False	False	False	30.65	30.65	30.65	0.00	0.00
Q8TBM7	123	90.32	False	False	False	31.76	31.76	31.76	31.20	31.20
Q8TBQ9	72	68.43	False	False	False	25.94	25.94	23.39	0.00	0.00
Q8TBR5	109	42.43	False	False	False	28.70	0.00	0.00	0.00	0.00
Q8TBR7	257	93.21	False	False	False	83.27	83.27	83.27	83.27	83.27
Q8TBY9	1149	76.81	False	False	False	99.86	99.86	99.86	99.86	24.77
Q8TBZ9	253	80.64	False	False	False	46.18	46.18	46.18	34.19	0.00
Q8TC05	714	54.75	False	False	False	39.62	39.62	29.04	0.00	0.00
Q8TC41	542	60.92	CATALYTIC ACTIVITY: Reaction=[E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + [acceptor protein]-N(6)-ubiquitinyl-L-lysine.;   EC=2.3.2.31; Evidence={ECO:0000250|UniProtKB:D3YYI7};	RecName: Full=E3 ubiquitin-protein ligase RNF217; EC=2.3.2.31 {ECO:0000250|UniProtKB:D3YYI7}; AltName: Full=IBR domain-containing protein 1; AltName: Full=Opposite STL {ECO:0000303|PubMed:25298122}; AltName: Full=RING finger protein 217;	True	70.88	70.88	38.27	0.00	0.00
Q8TC56	605	50.84	False	False	False	53.26	53.26	47.26	32.43	0.00
Q8TC57	530	73.24	False	False	False	69.10	69.10	69.10	31.43	26.35
Q8TC76	370	58.37	False	False	False	42.73	42.73	42.73	0.00	0.00
Q8TC92	643	74.14	False	RecName: Full=Ecto-NOX disulfide-thiol exchanger 1; AltName: Full=Candidate growth-related and time keeping constitutive hydroquinone [NADH] oxidase; Short=cCNOX; AltName: Full=Cell proliferation-inducing gene 38 protein; AltName: Full=Constitutive Ecto-NOX; Short=cNOX; Includes: RecName: Full=Hydroquinone [NADH] oxidase; EC=1.-.-.-; Includes: RecName: Full=Protein disulfide-thiol oxidoreductase; EC=1.-.-.-;	True	51.22	51.22	36.17	28.79	21.54
Q8TC99	324	59.50	False	False	False	36.21	36.21	36.21	27.10	27.10
Q8TCB0	444	87.13	False	False	False	43.21	43.21	43.21	41.91	32.60
Q8TCD1	76	65.57	False	False	False	25.45	25.45	22.49	0.00	0.00
Q8TCD6	241	96.10	CATALYTIC ACTIVITY: Reaction=H2O + pyridoxal 5'-phosphate = phosphate + pyridoxal;   Xref=Rhea:RHEA:20533, ChEBI:CHEBI:15377, ChEBI:CHEBI:17310,   ChEBI:CHEBI:43474, ChEBI:CHEBI:597326; EC=3.1.3.74;   Evidence={ECO:0000269|PubMed:16054448};	RecName: Full=Pyridoxal phosphate phosphatase PHOSPHO2; EC=3.1.3.74 {ECO:0000269|PubMed:16054448};	True	44.38	44.38	44.38	44.38	44.38
Q8TCE6	357	90.40	False	False	False	36.73	36.73	36.73	33.83	33.83
Q8TCH9	128	40.34	False	False	False	58.04	0.00	0.00	0.00	0.00
Q8TCI5	191	70.75	False	False	False	38.24	38.24	36.85	0.00	0.00
Q8TCJ0	367	75.78	False	False	False	70.63	70.63	35.99	34.32	0.00
Q8TCN5	953	51.05	False	False	False	50.46	50.46	40.63	0.00	0.00
Q8TCP9	573	82.72	False	False	False	51.27	51.27	51.27	40.43	0.00
Q8TCT6	384	77.98	False	RecName: Full=Signal peptide peptidase-like 3 {ECO:0000303|PubMed:12077416, ECO:0000312|HGNC:HGNC:30424}; Short=SPP-like 3 {ECO:0000303|PubMed:12077416}; EC=3.4.23.-; AltName: Full=Intramembrane protease 2 {ECO:0000303|PubMed:12139484}; Short=IMP-2 {ECO:0000303|PubMed:12139484}; AltName: Full=Presenilin homologous protein 1 {ECO:0000303|PubMed:11978763}; Short=PSH1 {ECO:0000303|PubMed:11978763}; AltName: Full=Presenilin-like protein 4 {ECO:0000303|Ref.1};	True	80.36	80.36	80.36	31.61	0.00
Q8TCT7	592	75.86	False	RecName: Full=Signal peptide peptidase-like 2B {ECO:0000303|PubMed:15385547, ECO:0000312|HGNC:HGNC:30627}; Short=SPP-like 2B {ECO:0000303|PubMed:15385547}; Short=SPPL2b {ECO:0000303|PubMed:15385547}; EC=3.4.23.-; AltName: Full=Intramembrane protease 4 {ECO:0000303|PubMed:12139484}; Short=IMP-4 {ECO:0000303|PubMed:12139484}; AltName: Full=Presenilin homologous protein 4; Short=PSH4; AltName: Full=Presenilin-like protein 1; Flags: Precursor;	True	163.26	163.26	163.26	22.69	0.00
Q8TCT8	520	79.51	False	RecName: Full=Signal peptide peptidase-like 2A {ECO:0000303|PubMed:15385547, ECO:0000312|HGNC:HGNC:30227}; Short=SPP-like 2A {ECO:0000303|PubMed:15385547}; Short=SPPL2a {ECO:0000303|PubMed:15385547}; EC=3.4.23.-; AltName: Full=Intramembrane protease 3 {ECO:0000303|PubMed:12139484}; Short=IMP-3 {ECO:0000303|PubMed:12139484}; AltName: Full=Presenilin-like protein 2; Flags: Precursor;	True	80.11	80.11	80.11	35.36	24.79
Q8TCT9	377	81.95	False	RecName: Full=Minor histocompatibility antigen H13; EC=3.4.23.-; AltName: Full=Intramembrane protease 1; Short=IMP-1; Short=IMPAS-1; Short=hIMP1; AltName: Full=Presenilin-like protein 3; AltName: Full=Signal peptide peptidase;	True	71.49	71.49	71.49	45.57	29.57
Q8TCY0	68	44.10	False	False	False	63.83	0.00	0.00	0.00	0.00
Q8TCY9	931	76.28	False	False	False	178.65	178.65	178.65	46.86	25.58
Q8TCZ2	262	55.98	False	False	False	28.37	28.37	23.85	0.00	0.00
Q8TD22	340	87.77	False	False	False	65.85	65.85	65.85	36.14	27.30
Q8TD35	194	71.25	False	False	False	35.26	35.26	33.87	25.87	0.00
Q8TDB4	240	55.03	False	False	False	22.21	22.21	0.00	0.00	0.00
Q8TDC0	251	60.82	False	False	False	37.38	37.38	37.38	0.00	0.00
Q8TDN4	633	55.98	False	False	False	83.92	83.92	59.30	0.00	0.00
Q8TDR2	534	65.65	CATALYTIC ACTIVITY: Reaction=ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-   [protein]; Xref=Rhea:RHEA:17989, Rhea:RHEA-COMP:9863, Rhea:RHEA-   COMP:11604, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:30616,   ChEBI:CHEBI:83421, ChEBI:CHEBI:456216; EC=2.7.11.1;	RecName: Full=Serine/threonine-protein kinase 35; EC=2.7.11.1; AltName: Full=CLP-36-interacting kinase 1; Short=CLIK-1; AltName: Full=PDLIM1-interacting kinase 1; AltName: Full=Serine/threonine-protein kinase 35 L1;	True	84.55	84.55	56.64	44.99	22.87
Q8TE02	316	76.70	False	False	False	40.70	40.70	40.70	26.57	0.00
Q8TE82	1336	77.33	False	False	False	101.51	101.51	101.51	44.66	0.00
Q8TEE9	199	56.47	False	False	False	64.59	64.59	21.62	0.00	0.00
Q8TEL6	797	82.26	False	False	False	58.25	58.25	51.64	51.64	49.90
Q8TEM1	1887	79.25	False	False	False	60.45	60.45	60.45	60.45	24.19
Q8TEV8	140	40.01	False	False	False	34.65	0.00	0.00	0.00	0.00
Q8TF05	950	73.09	False	False	False	89.60	89.60	89.60	39.15	34.19
Q8TF08	81	89.79	False	False	False	25.44	25.44	25.44	25.44	25.44
Q8TF17	1288	78.08	False	False	False	75.97	75.97	75.97	39.44	0.00
Q8TF40	1166	55.32	False	False	False	130.53	130.53	78.97	27.12	0.00
Q8TF63	244	37.67	False	False	False	43.25	0.00	0.00	0.00	0.00
Q8WTP9	111	65.09	False	False	False	22.41	22.41	22.41	0.00	0.00
Q8WTQ4	265	54.36	False	False	False	46.04	46.04	27.79	0.00	0.00
Q8WTX9	485	67.29	CATALYTIC ACTIVITY: Reaction=hexadecanoyl-CoA + L-cysteinyl-[protein] = CoA + S-   hexadecanoyl-L-cysteinyl-[protein]; Xref=Rhea:RHEA:36683, Rhea:RHEA-   COMP:10131, Rhea:RHEA-COMP:11032, ChEBI:CHEBI:29950,   ChEBI:CHEBI:57287, ChEBI:CHEBI:57379, ChEBI:CHEBI:74151;   EC=2.3.1.225; Evidence={ECO:0000250|UniProtKB:Q8R0N9}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:36684;   Evidence={ECO:0000250|UniProtKB:Q8R0N9};	RecName: Full=Palmitoyltransferase ZDHHC1 {ECO:0000305}; EC=2.3.1.225 {ECO:0000250|UniProtKB:Q8R0N9}; AltName: Full=DHHC domain-containing cysteine-rich protein 1 {ECO:0000303|PubMed:16647879}; AltName: Full=Zinc finger DHHC domain-containing protein 1 {ECO:0000312|HGNC:HGNC:17916}; Short=DHHC-1 {ECO:0000303|PubMed:16647879}; AltName: Full=Zinc finger protein 377;	True	76.60	76.60	76.60	76.60	32.19
Q8WTZ3	238	44.26	False	False	False	56.05	47.14	0.00	0.00	0.00
Q8WTZ4	195	41.69	False	False	False	64.50	31.81	0.00	0.00	0.00
Q8WU43	125	58.32	False	False	False	22.45	22.45	0.00	0.00	0.00
Q8WU49	177	31.58	False	False	False	53.40	0.00	0.00	0.00	0.00
Q8WU58	562	47.93	False	False	False	33.76	25.30	0.00	0.00	0.00
Q8WU67	409	93.59	CATALYTIC ACTIVITY: Reaction=a 1,2-diacyl-sn-glycero-3-phosphocholine + H2O = a 1-acyl-sn-   glycero-3-phosphocholine + a fatty acid + H(+); Xref=Rhea:RHEA:15801,   ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:28868,   ChEBI:CHEBI:57643, ChEBI:CHEBI:58168; EC=3.1.1.4;   Evidence={ECO:0000250|UniProtKB:Q91ZH7}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:15802;   Evidence={ECO:0000250|UniProtKB:Q91ZH7};	RecName: Full=Phospholipase ABHD3 {ECO:0000305}; EC=3.1.1.32 {ECO:0000250|UniProtKB:Q91ZH7}; EC=3.1.1.4 {ECO:0000250|UniProtKB:Q91ZH7}; AltName: Full=Abhydrolase domain-containing protein 3 {ECO:0000305};	True	58.34	58.34	58.34	58.34	58.34
Q8WU76	684	92.10	False	False	False	50.45	50.45	50.45	50.45	50.45
Q8WUA4	911	72.33	False	False	False	83.28	83.28	83.28	83.28	25.93
Q8WUB2	273	54.54	False	False	False	32.22	32.22	32.22	0.00	0.00
Q8WUD6	406	90.91	CATALYTIC ACTIVITY: Reaction=a 1,2-diacyl-sn-glycerol + CDP-choline = a 1,2-diacyl-sn-   glycero-3-phosphocholine + CMP + H(+); Xref=Rhea:RHEA:32939,   ChEBI:CHEBI:15378, ChEBI:CHEBI:17815, ChEBI:CHEBI:57643,   ChEBI:CHEBI:58779, ChEBI:CHEBI:60377; EC=2.7.8.2;   Evidence={ECO:0000269|PubMed:10893425}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:32940;   Evidence={ECO:0000305|PubMed:10893425};	RecName: Full=Cholinephosphotransferase 1 {ECO:0000305}; Short=hCPT1 {ECO:0000303|PubMed:10893425}; EC=2.7.8.2 {ECO:0000269|PubMed:10893425}; AltName: Full=AAPT1-like protein; AltName: Full=Diacylglycerol cholinephosphotransferase 1;	True	77.79	77.79	77.79	77.79	58.04
Q8WUH2	860	86.55	False	False	False	85.00	85.00	85.00	85.00	0.00
Q8WUH6	116	52.99	False	False	False	39.33	39.33	0.00	0.00	0.00
Q8WUU5	269	70.34	False	False	False	61.01	61.01	61.01	51.95	0.00
Q8WUU8	243	58.15	False	False	False	40.21	40.21	0.00	0.00	0.00
Q8WUY8	206	83.32	False	RecName: Full=Probable N-acetyltransferase 14; EC=2.3.1.- {ECO:0000305}; AltName: Full=K562 cell-derived leucine-zipper-like protein 1;	True	71.82	71.82	71.82	0.00	0.00
Q8WUZ0	217	62.28	False	False	False	31.72	31.72	25.52	23.74	0.00
Q8WV15	326	69.13	False	False	False	51.61	41.82	40.61	26.82	26.82
Q8WV19	159	72.57	False	False	False	41.76	41.76	33.72	0.00	0.00
Q8WV24	401	61.72	False	False	False	37.21	37.21	33.22	33.22	24.10
Q8WV83	523	73.22	False	False	False	79.15	79.15	79.15	27.97	0.00
Q8WV93	481	78.24	False	RecName: Full=AFG1-like ATPase {ECO:0000312|HGNC:HGNC:16411}; AltName: Full=Lactation elevated protein 1 {ECO:0000303|PubMed:12079282}; EC=3.6.-.- {ECO:0000305}; AltName: Full=Protein AFG1 homolog;	True	91.05	91.05	91.05	35.98	24.91
Q8WVB6	975	64.08	False	False	False	65.16	65.16	65.16	51.10	0.00
Q8WVD3	245	78.21	CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000305};	RecName: Full=E3 ubiquitin-protein ligase RNF138 {ECO:0000305}; EC=2.3.2.27 {ECO:0000305}; AltName: Full=Nemo-like kinase-associated RING finger protein {ECO:0000303|PubMed:16714285}; Short=NLK-associated RING finger protein {ECO:0000303|PubMed:16714285}; Short=hNARF {ECO:0000303|PubMed:16714285}; AltName: Full=RING finger protein 138 {ECO:0000305}; AltName: Full=RING-type E3 ubiquitin transferase RNF138 {ECO:0000305};	True	62.72	62.72	62.72	37.55	0.00
Q8WVE6	324	55.27	False	False	False	70.55	70.55	23.52	0.00	0.00
Q8WVE7	144	78.25	False	False	False	30.24	30.24	24.04	0.00	0.00
Q8WVF1	389	78.31	False	False	False	60.70	60.70	60.70	60.70	31.77
Q8WVF2	138	80.47	False	False	False	43.89	43.89	43.89	0.00	0.00
Q8WVI7	109	65.11	False	False	False	50.40	50.40	50.40	0.00	0.00
Q8WVR3	580	69.90	False	False	False	73.74	73.74	73.74	27.41	0.00
Q8WVX9	515	94.27	CATALYTIC ACTIVITY: Reaction=a long-chain fatty acyl-CoA + 2 H(+) + 2 NADPH = a long-chain   primary fatty alcohol + CoA + 2 NADP(+); Xref=Rhea:RHEA:52716,   ChEBI:CHEBI:15378, ChEBI:CHEBI:57287, ChEBI:CHEBI:57783,   ChEBI:CHEBI:58349, ChEBI:CHEBI:77396, ChEBI:CHEBI:83139; EC=1.2.1.84;   Evidence={ECO:0000269|PubMed:15220348}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:52717;   Evidence={ECO:0000305|PubMed:15220348};	RecName: Full=Fatty acyl-CoA reductase 1 {ECO:0000305|PubMed:15220348}; EC=1.2.1.84 {ECO:0000269|PubMed:15220348, ECO:0000269|PubMed:24108123}; AltName: Full=Male sterility domain-containing protein 2 {ECO:0000312|HGNC:HGNC:26222};	True	100.71	100.71	100.71	100.71	46.72
Q8WW12	178	62.77	False	False	False	26.87	26.87	26.87	0.00	0.00
Q8WW18	174	56.45	False	False	False	27.83	27.83	24.12	0.00	0.00
Q8WW27	367	69.23	False	RecName: Full=Putative C->U-editing enzyme APOBEC-4; EC=3.5.4.-; AltName: Full=Apolipoprotein B mRNA-editing enzyme catalytic polypeptide-like 4;	True	68.39	68.39	68.39	29.34	21.71
Q8WW34	195	71.40	False	False	False	49.26	28.34	28.34	0.00	0.00
Q8WW36	166	66.61	False	False	False	32.87	32.87	32.87	0.00	0.00
Q8WW38	1151	51.34	False	False	False	58.57	58.57	58.57	0.00	0.00
Q8WW52	585	91.87	False	False	False	73.61	73.61	73.61	73.61	73.61
Q8WWC4	291	67.05	False	False	False	73.66	73.66	73.66	38.00	38.00
Q8WWF1	131	66.82	False	False	False	22.62	22.62	22.62	0.00	0.00
Q8WWF3	244	58.44	False	False	False	30.81	30.81	21.61	0.00	0.00
Q8WWI5	657	83.05	False	False	False	70.86	70.86	70.86	36.18	22.82
Q8WWK9	683	59.06	False	False	False	67.05	67.05	67.05	25.31	0.00
Q8WWM1	108	62.25	False	False	False	21.00	21.00	0.00	0.00	0.00
Q8WWR9	84	61.66	False	False	False	24.49	24.49	0.00	0.00	0.00
Q8WWU5	503	78.16	False	False	False	52.15	52.15	52.15	34.23	0.00
Q8WXC6	57	62.08	False	False	False	24.21	24.21	24.21	0.00	0.00
Q8WXD2	468	58.56	False	False	False	133.99	133.99	133.99	0.00	0.00
Q8WXG6	1647	63.75	False	False	False	130.10	130.10	130.10	43.06	35.86
Q8WXJ9	295	86.03	False	False	False	49.77	49.77	37.40	37.23	37.23
Q8WXQ3	324	30.00	False	False	False	130.02	0.00	0.00	0.00	0.00
Q8WXS3	145	59.50	False	False	False	31.40	31.40	0.00	0.00	0.00
Q8WXS4	190	87.32	False	False	False	37.65	37.65	37.65	32.19	27.21
Q8WXX7	1259	41.99	False	False	False	45.49	45.49	39.75	0.00	0.00
Q8WY22	251	63.35	False	False	False	54.58	54.58	31.97	0.00	0.00
Q8WY50	150	31.05	False	False	False	113.37	0.00	0.00	0.00	0.00
Q8WY98	164	84.48	False	False	False	28.95	28.95	23.21	23.21	0.00
Q8WYN3	585	59.97	False	False	False	43.88	43.88	43.88	32.15	32.15
Q8WYQ3	142	61.08	False	False	False	35.60	35.60	35.60	0.00	0.00
Q8WYQ4	148	75.09	False	False	False	50.64	50.64	37.06	22.55	0.00
Q8WZ26	134	57.22	False	False	False	57.99	57.99	57.99	0.00	0.00
Q8WZ55	320	53.98	False	False	False	30.45	30.45	30.45	0.00	0.00
Q8WZ59	177	64.98	False	False	False	38.94	38.94	38.94	0.00	0.00
Q8WZ69	217	34.53	False	False	False	72.00	0.00	0.00	0.00	0.00
Q8WZ71	300	56.39	False	False	False	53.83	53.83	30.96	0.00	0.00
Q8WZA9	623	66.76	False	False	False	63.49	63.49	63.49	0.00	0.00
Q8WZB0	136	45.84	False	False	False	30.63	20.96	0.00	0.00	0.00
Q902F9	699	68.05	False	False	False	75.20	75.20	51.41	21.34	0.00
Q92481	460	66.26	False	False	False	50.72	50.72	50.72	42.29	42.29
Q92521	554	87.72	False	RecName: Full=GPI mannosyltransferase 3 {ECO:0000305}; EC=2.4.1.-; AltName: Full=GPI mannosyltransferase III; Short=GPI-MT-III; AltName: Full=Phosphatidylinositol-glycan biosynthesis class B protein; Short=PIG-B;	True	64.97	64.97	64.97	64.97	43.21
Q92535	297	88.89	False	False	False	73.77	73.77	73.77	73.77	35.19
Q92537	303	63.49	False	False	False	37.41	37.41	37.41	33.57	0.00
Q92544	642	85.89	False	False	False	133.89	133.89	133.89	48.92	26.18
Q92545	1883	59.17	False	False	False	118.60	118.60	118.60	28.96	0.00
